URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
http://hl7.org/fhir/ValueSet/biologicallyderived-product-status,5.0.0,draft,"2.16.840.1.113883.4.642.3.3124",BiologicallyDerivedProductStatus,Biologically Derived Product Status,"Biologically Derived Product Status.","StructureDefinition/ee-vris-embryo","hl7.fhir.r5.core"
http://hl7.org/fhir/ValueSet/condition-clinical,5.0.0,draft,"2.16.840.1.113883.4.642.3.155,2.16.840.1.113883.4.642.3.164,2.16.840.1.113883.4.642.2.74",ConditionClinicalStatusCodes,Condition Clinical Status Codes,"Preferred value set for Condition Clinical Status.","StructureDefinition/ee-vris-condition-donor-genetic-finding","THO"
http://hl7.org/fhir/ValueSet/condition-ver-status,5.0.0,draft,"2.16.840.1.113883.4.642.3.157,2.16.840.1.113883.4.642.2.75,2.16.840.1.113883.4.642.3.166",ConditionVerificationStatus,Condition Verification Status,"The verification status to support or decline the clinical status of the condition or diagnosis.","StructureDefinition/ee-vris-condition-donor-genetic-finding","THO"
http://hl7.org/fhir/ValueSet/product-category,5.0.0,draft,"2.16.840.1.113883.4.642.3.900",BiologicallyDerivedProductCategory,Biologically Derived Product Category,"Biologically Derived Product Category.","StructureDefinition/ee-vris-embryo","hl7.fhir.r5.core"
